json_parsed.adnumber,name,category,description
38680962,motorola surfboard cable modem SB6120 docsis 3, Desktop Hardware and Accessories,"don't use comcast anymore, owning your own saves $$"
39105514,Wacom Intuos3 6x8 Tablet, Desktop Hardware and Accessories,"Used Intuos3 6x8 tablet, in good, working condition. Comes with grip pen (with extra nibs) and 3-button mouse. Compatible with Mac or PC. Perfect for any photographer or digital artist.$75 OBO.Call / text Andrew at 801-419-8712."
39105314,NETGEAR ProSAFE GS105NA 5-Port Gigabit Switch (GS105NA), Desktop Hardware and Accessories,"NETGEAR ProSAFE GS105NA 5-Port Gigabit Switch (GS105NA)


5 auto-sensing 10/100/1000 Mbps Gigabit Ethernet ports
Small and silent desktop form factor
Plug-n-Play connectivity easily installs into any network
Energy efficient with up to 6040017071120wer power consumption
Rigorously tested for reliability, built to last

cash please"
39105159,Brand New 17 inch flat screen CRT monitor, Monitors,"Please call 801-9:4:9- 77 70.This monitor has never been used. It is in brand new status. Asking $25. Have cord, manual, base and CD rom."
39105153,Dell Inspiron Duo 11 Inch Convertible Tablet Laptop Touchscreen, Laptops,"Small, compact, great battery life and touchscreen. This little laptop/tablet is great for travelling and schoolwork.The screen flips around to go from being a laptop style to being a tablet. Intel Atom Processor2GB Ram (can be upgraded)250GB Hard Drive11"" LED TouchscreenWindows 10 ProOffice 2013 ProIntel GraphicsCall or Text Anytime, it is priced to sell. Cash Only, no trades."
39105154,Espson Proyector And Screen Proyector Like New, Apple iPads and Accessories,The proyector is like new working good. The screen proyector is new never open trade for a nice iPad Air 
38001067,14 Inch HP Pavilion DM4 Brushed Metal, Laptops,"Very nice HP Pavilion DM4 14 inch laptop for sale! Also included are a Swiss Army neoprene zip up cover, USB powered cooling pad, and a wireless Microsoft mouse. Great deal!

Operating system currently Windows 7 Home but can be upgraded to Windows 10. This particular model features the brushed metal case to offer more protection. This model also features a finger print reader for logging into the computer and opening things. Features Altec Lansing speakers. Absolutely nothing wrong with laptop! Great for school and easy to pack along in includes neoprene case! Please call or text with questions!"
38765417,Phot printer (Hp) ink/cables/manual, Printers,Barely used photo printer for sale. Text Clay @ 801-824-0138
39105104,Espson Proyector Like New And Screen Proyector Never Open, Apple Laptops,Trade for a nice iMac  the proyector is like new condition the screen proyector is new never open 
39105029,tablets, Android Tablets and Accessories,"have for sale different tablets differents colors and carriersgood conditions for kids price star 35, continues 45, 55 ,65,75"
39105014,E1261 Ink Cartridges , Printers,I have a box of E1261 ink cartridges. They are for an epson printer. There are 7 black and 4 of each of the colors.  Text only please. 
39104951,Brother HL-5370DW Laser Printer, Printers,"Printer is in like new condition. Used briefly in an office. Included used toner and drum. Works great!*Prints up to 32ppm monochrome output*Built in wireless (802.11b/g) and Ethernet network interfaces*Automatic duplex printing for two sided documents*It has up to 1200 x 1200 dpi resolution*It has 300 sheet standard paper capacity, expandableThe HL-5370DW is a monochrome laser printer for offices or small workgroups. It offers a fast print speed of up to 32ppm and produces crisp, high-quality output at up to 1200 x 1200 dpi resolution. The HL-5370DW features built-in wireless and Ethernet network interfaces for sharing on your network and automatic duplex printing for two-sided documents. It also offers flexible paper handling via its 250-sheet capacity paper tray and 50-sheet capacity multi-purpose tray for printing custom paper sizes and letterhead. Optional trays boost total input capacity to 800 sheets. For lower running costs, a high-yield 8,000-page toner cartridge is available."
39104923,iPad Mini 2 - Space Gray - 16gb, Apple iPads and Accessories,"iPad mini 2 - Space Gray 16gb with IOS 9.3 installed.   iPad is in great condition with no scratches on front glass or back of the device.  Has been in a case ever since we got it and has been used mostly on the couch.  Selling because it doesn't get used anymore.  Comes with charging cable, and wall charger box.  "
35592479,Hp Dc7700 with windows 7 pro, Desktops,"I have an HP DC7700 computer specs are as follows.. Intel core 2 duo Dual core processor250 gb hard drive4 gb ramwindows 7 pro with keydvd burnerIt has a fresh install of windows 7 Pro on it and is ready to go.. this is the tower only. this does not include a mouse, keyboard, or monitor..If your interested Please send me an email for more info.. no phone calls please. the number I have listed is a bogus one because I don't accept calls until we chat through email.. emails will be replied to as soon as I get them in most cases or as soon as I am able to if I'm busy.. Thanks for looking and I hope to hear from you soon.. feel free to see my other ads.."
35592726,Windows 8.1 computer, Desktops,"I have an HP Dc7700 with windows 8.1 that's ready to go. it has a fresh install of Windows 8.1 so this is pretty much a brand new computer.. specs are as follows.Intel core 2 duo dual core processor250 gb hard drive4gb ramDvd burnerThis is a good running machine.. this sale includes just the tower.. it does not include a mouse, keyboard, or monitor...  If your interested Please send me an email for more info.. no phone calls please. the number I have listed is a bogus one because I don't accept calls until we chat through email.. emails will be replied to as soon as I get them in most cases or as soon as I am able to if I'm busy.. Thanks for looking and I hope to hear from you soon.. feel free to see my other ads.."
39104645,printer, Printers,"I HAVE A CANON MP250 PRINTER/SCANNER/COPIER  FOR SALE, IN GREAT CONDITIONER JUST HAVE NO USE FOR IT. ASKING $70 BUT WILL TAKE OFFERS."
30521005,cover, Apple iPads and Accessories,ipad smart cover
30521039,folio, Apple iPads and Accessories,trek folio ipad 2 and new ipad
38646020,Gaming i7 GTX 950 2Gb 8Gb DDR3 1Tb Hard Drive Win7 with acc, Desktops,Selling my awesome gaming computer so I'll exercise moreREAD THIS ADD NO SCAMMERS!!!Specs arei7 870 2.93Ghz boosts up to 3.6Ghz8Gb of GSkill Sniper Series DDR3 1866Mhz RAM (lifetime warranty)Gigabyte Windforce OverClocked GTX 950 2Gb Gaming graphics Video Card (3yr Warranty)ThermalTake 430 Watt power supply (5yr warranrty)Western Digital 1Tb 7200RPM 64Mb SATA Hard Drive(3yr Warranty)Cooler Master CaseBelkin 150 b/g/n usb wfi cardDVD RW Drive/BurnerWin7 HP COA Sticker (product key) $650This computer runs better and faster than any setup I have seen on KSL and will out perform anything Best Buy could ever sell you for this low of a price.
36189980,android tablet, Android Tablets and Accessories,new dark grey 7inch android 4.4.2 wifi dual core tablet accessories user manual good for kids
38670274,SAMSUNG, Android Tablets and Accessories,WHITE GALAXY TAB4 8.0 16GBANDROID 4.4.2 WI-FI & ATT
38670309,SAMSUNG, Android Tablets and Accessories,SAMSUNG GALAXY Tb48.0 16gb android4.4.4 wi-fi & 4g lte tmobile
38670332,SAMSUNG, Android Tablets and Accessories,GALAXY TAB3 7.0 8GB ANDROID 4.4.2TABLET WI-FI-CLEAR 4G SPRINT
39104586,"MACBOOK AIR 11""used, mint condition", Laptops,"Macbook Air, 2013 edition, in mint condition. Bought this device solely for homework and light office work. No hardware, software, or any type of physical damage. Looking to sell this ASAP. 500$Contact through email, I will respond within the hour. Contact now, it will go fast."
38670368,SAMSUNG, Android Tablets and Accessories,NEW WHITE GALAXY TAB4 7.0 8GB ANDROID KITKAT 4.4.2 TABLETENGLISH & SPANISH QUICK STAR GUIDE 
39104584,printer, Printers,"I HAVE A HP DESKJET 1000 PRINTER FOR SALE,I NO LONGER HAVE USE FOR IT. IT'S IN GREAT CONDITION. IT'S ONLY A PRINTER. ASK $60 BUT WILL TAKE OFFERS."
38670404,TABLET, Android Tablets and Accessories,ANDROID 4.4.2 KITKAT TABLETBLUE PRONTOTEC AXIUS SERIES Q833 4GB MEMORY EXPANDABLEBRAN NEW 
39104609,iPad 4th Generation, Apple iPads and Accessories,"Cracked screen but screen still works awesome.

- Wifi Only
- 16 GB"
39104436,Apple Magic Mouse 2, Apple Hardware and Accessories ,"Apple Magic Mouse 2Doesn't include box, manuals or charging port, however, it uses the lightning port cable found on iPhone 5 and newer.Feel free to text or call me."
37843006,Logitech Wireless Keyboard and Mouse, Desktop Hardware and Accessories,"Logitech K520 Keyboard
Logitech M310 Mouse
Like new condition
Uses micro USB transmitter 
"
37850250,iPad G-Form Extreme Sleeve, Apple iPads and Accessories,"www.g-form.com
Like new condition
Perfect for traveling with any 10\"" tablet!
"
37850326,Apple iPad Smart Cover, Apple iPads and Accessories,"Apple iPad Smart Cover
Fits 2nd, 3rd and 4th Gen iPads
Like new condition, $10"
37850374,Apple iPad Mini Smart Cover, Apple iPads and Accessories,"Fits all Apple Mini models
Like new condition
Original packaging"
37850645,"17\"" Dell Flat Screen Monitor", Monitors,"Dell 17\"" flat screen monitor
Great condition, no damage, works like new
Model: 1707FPt
Includes power and VGA cable
Has four powered USB ports
Uses VGA or DVI input!!
Built in speakers
Fully adjustable heighth, swivels and tilts"
37850887,iPad Cases, Apple iPads and Accessories,"$5 each
Good condition, no damage
Fits any 10\"" iPad
Adjustable standing angles"
37998716,iPad Mini HDX invisible shield, Apple iPads and Accessories,"Fits all iPad mini generations and displays
Brand new in box, never opened
Lifetime warranty through ZAGG

http://www.zagg.com/us/en_us/invisibleshield/apple-ipad-mini-4/hdx-apple-ipad-mini-4"
39104267,"Apple MacBook Pro 13""", Apple Laptops,"I'm selling my Apple Macbook Pro 13"" Aluminum body. I've had the computer for just over 4 years and are using a different one now. It's still in great condition. I haven't had any problems with it. I used it for college and that's about it. The specs are below:MacBook Pro 13-inch2.53 GHz Intel Core 2 Duo4 GB Memory250 GB Hard DriveText for info. No trades please."
39104204,"""Beautiful Mint Condition ""24 ViewSonic VA2406m-LED DVI 1080p Widescreen LCD LED Monitor w/Speakers (Black)", Monitors,"""Beautiful Mint Condition Slim&Thin ""24 ViewSonic VA2406m-LED DVI 1080p Widescreen LCD LED Monitor w/Speakers (Black).
Were just selling it cause we need $$ asap. So if interested pls text. Cables included :) Thanks again"
